game_id,skill_level,estimated_rating,rating_bucket,cheat_pct,is_cheat,suspect_color,n_moves,result,acpl,acpl_opening,acpl_middlegame,acpl_endgame,top1_match_rate,top3_match_rate,cp_loss_std,cp_loss_median,only_move_match_rate,blunder_rate,mistake_rate
39,0,1320,1250-1400,0,0,black,43,0-1,70.13953488372093,11.0,88.06060606060606,0.0,0.3023255813953488,0.627906976744186,112.53476597599536,12.0,0.4,0.13953488372093023,0.23255813953488372
46,0,1320,1250-1400,0,0,black,23,0-1,71.56521739130434,30.2,103.38461538461539,0.0,0.2608695652173913,0.6086956521739131,91.05699413814668,24.0,1.0,0.17391304347826086,0.30434782608695654
43,0,1320,1250-1400,0,0,white,54,1-0,116.11111111111111,28.9,58.833333333333336,164.84375,0.24074074074074073,0.6296296296296297,254.75221560964818,36.0,0.625,0.09259259259259259,0.24074074074074073
41,0,1320,1250-1400,0,0,black,40,1-0,125.475,10.2,163.9,0.0,0.275,0.525,193.33054434051542,39.5,0.16666666666666666,0.2,0.4
35,0,1320,1250-1400,0,0,white,82,1-0,47.073170731707314,20.3,58.05128205128205,42.21212121212121,0.2073170731707317,0.5365853658536586,69.04660506088814,23.0,1.0,0.06097560975609756,0.14634146341463414
45,0,1320,1250-1400,0,0,black,66,1-0,75.31818181818181,34.3,88.48780487804878,66.66666666666667,0.25757575757575757,0.5909090909090909,143.93181877993578,35.0,0.7142857142857143,0.10606060606060606,0.19696969696969696
40,0,1320,1250-1400,0,0,black,43,1-0,85.11627906976744,60.1,129.6,61.94444444444444,0.3488372093023256,0.627906976744186,140.318277630954,9.0,0.5,0.18604651162790697,0.18604651162790697
36,0,1320,1250-1400,0,0,white,86,0-1,99.36046511627907,22.9,128.33333333333334,103.55172413793103,0.2558139534883721,0.5813953488372093,201.1698294910499,30.5,0.4444444444444444,0.12790697674418605,0.22093023255813954
44,0,1320,1250-1400,0,0,black,66,0-1,182.5151515151515,20.7,131.58333333333334,271.28125,0.22727272727272727,0.5303030303030303,337.56975676076564,21.5,0.2,0.21212121212121213,0.25757575757575757
56,0,1320,1250-1400,0,0,black,16,1-0,125.5625,54.7,243.66666666666666,0.0,0.3125,0.5625,235.90966723250236,52.0,1.0,0.1875,0.25
50,0,1320,1250-1400,0,0,black,51,0-1,70.56862745098039,13.5,84.48780487804878,0.0,0.29411764705882354,0.5686274509803921,95.72740196177584,19.0,0.0,0.09803921568627451,0.2549019607843137
47,0,1320,1250-1400,0,0,black,38,1-0,103.07894736842105,35.6,127.17857142857143,0.0,0.23684210526315788,0.6842105263157895,184.3739594552543,34.5,0.6,0.18421052631578946,0.23684210526315788
48,0,1320,1250-1400,0,0,black,60,0-1,86.2,44.5,84.20833333333333,104.07692307692308,0.31666666666666665,0.5666666666666667,191.35175288806036,22.5,0.6666666666666666,0.1,0.18333333333333332
53,0,1320,1250-1400,0,0,white,47,1-0,92.44680851063829,36.1,91.72222222222223,122.78947368421052,0.2765957446808511,0.6808510638297872,199.76377629490693,20.0,0.0,0.06382978723404255,0.2765957446808511
55,0,1320,1250-1400,0,0,black,34,0-1,33.794117647058826,4.9,45.833333333333336,0.0,0.35294117647058826,0.8529411764705882,47.23581605454805,9.0,1.0,0.0,0.14705882352941177
57,0,1320,1250-1400,0,0,white,73,0-1,162.1095890410959,44.3,85.55555555555556,218.9111111111111,0.273972602739726,0.6575342465753424,306.49219801211393,34.0,0.4166666666666667,0.1643835616438356,0.273972602739726
51,0,1320,1250-1400,0,0,black,46,1-0,136.8913043478261,39.4,140.8846153846154,224.0,0.34782608695652173,0.6956521739130435,195.34142109125457,73.5,0.625,0.21739130434782608,0.391304347826087
42,0,1320,1250-1400,0,0,white,100,*,62.41,33.5,87.02222222222223,44.22222222222222,0.28,0.54,104.89824545720485,18.5,0.75,0.12,0.16
